YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201901,132687,793973,1,16.01,"NW","NORTH JETTY",29.54,-94.9109,2932400,9454654
201901,132687,793974,1,25.04,"WSW","SARGENT",28.5911,-95.9826,2835466,9558956
201901,132689,793976,1,1.65,"E","ELLIOTT CORNER",37.47,-119.74,3728200,11944400
201901,132692,794669,1,3.07,"SE","BEVERLY HILLS",28.8859,-82.4274,2853154,8225644
201901,132692,794670,1,.2,"SW","CLEARWATER BEACH",27.9777,-82.8321,2758662,8249926
201901,132692,794930,1,2.82,"NNW","MEREDITHS",29.5071,-82.6397,2930426,8238382
201901,132692,794931,1,0,"N","CENTER HILL",28.65,-82,2839000,8200
201901,132692,794932,1,1.38,"S","BELSPUR",27.3,-82.45,2718000,8227000
201901,132692,794933,1,2.15,"ENE","ELLENTON",27.5313,-82.4973,2731878,8229838
201901,132794,794542,1,7.77,"NW","OLD TAMPA BAY",27.9126,-82.6856,2754756,8241136
201901,132794,794543,1,1.38,"S","LOWER TAMPA BAY",27.6,-82.65,2736000,8239000
201901,132794,794544,1,6.77,"W","LOWER TAMPA BAY",27.61,-82.76,2736600,8245600
201901,132794,794545,1,8.2,"NNE","OLD TAMPA BAY",27.9633,-82.54,2757798,8232400
201901,132794,794546,1,5.85,"W","MIDDLE TAMPA BAY",27.7685,-82.6257,2746110,8237542
201901,132794,794547,1,1.46,"SSE","LONGBOAT KEY",27.4015,-82.5586,2724090,8233516
201901,132805,803195,1,.59,"W","PLEASANT HILL",31.42,-85.68,3125200,8540800
201901,132805,803196,1,1.18,"W","LEVEL PLAINS",31.3,-85.78,3118000,8546800
201901,132805,803197,1,0,"N","LOWE ARMY HELIPORT",31.35,-85.75,3121000,8545000
201901,132806,803198,1,0,"N","SANDESTIN",30.37,-86.33,3022200,8619800
201901,132806,803199,1,3.05,"WNW","PONCE DE LEON",30.73,-85.98,3043800,8558800
201901,132806,803200,1,1.08,"SW","SWEET GUM HEAD",30.97,-85.9641,3058200,8557846
201901,132806,803200,2,1.57,"NNE","LEONIA",30.9304,-85.9984,3055824,8559904
201901,132806,803200,3,2.72,"NNW","HUDSON",30.8939,-85.9634,3053634,8557804
201901,132806,803200,4,1.68,"SW","NEW HOPE",30.9338,-85.8913,3056028,8553478
201901,133354,797911,5,.5,"WSW","BROOKPORT",37.117,-88.6383,377020,8838298
201901,133354,797913,1,0,"N","OLMSTED",37.18,-89.08,3710800,894800
201901,133354,797913,2,1.97,"ESE","NEW GRAND CHAIN",37.2349,-88.9896,3714094,8859376
201901,133354,797913,3,2.54,"SE","NEW GRAND CHAIN",37.2223,-88.9897,3713338,8859382
201901,133354,797913,4,.47,"SSE","OLMSTED",37.1742,-89.0757,3710452,894542
201901,133354,797914,1,2.42,"ESE","CAIRO",36.9807,-89.1434,3658842,898604
201901,133354,797914,2,.74,"ESE","CAIRO",36.9975,-89.1669,3659850,8910014
201901,133354,797914,3,1.25,"E","CAIRO",36.9997,-89.1573,3659982,899438
201901,133354,797914,4,2.5,"ESE","CAIRO",36.9876,-89.1374,3659256,898244
201901,133354,797916,1,0,"N","CAVE IN ROCK",37.47,-88.17,3728200,8810200
201901,133354,797916,2,.55,"SE","CAVE IN ROCK",37.4636,-88.164,3727816,889840
201901,133354,797916,3,1.35,"ESE","ELIZABETHTOWN",37.4433,-88.2768,3726598,8816608
201901,133354,797916,4,1.44,"ENE","ELIZABETHTOWN",37.4597,-88.2769,3727582,8816614
201901,133354,797935,1,0,"N","THEBES",37.22,-89.47,3713200,8928200
201901,133354,797935,2,.93,"SW","THEBES JCT",37.1889,-89.4595,3711334,8927570
201901,133354,797935,3,.49,"S","THEBES JCT",37.193,-89.4512,3711580,8927072
201901,133354,797935,4,.56,"ESE","THEBES",37.2157,-89.4615,3712942,8927690
201901,133354,797938,1,0,"N","MAUNIE",38.03,-88.05,381800,883000
201901,133354,797938,2,1.65,"E","MAUNIE",38.0258,-88.0201,381548,881206
201901,133354,797938,3,2.55,"S","RISING SUN",37.9632,-88.0289,3757792,881734
201901,133354,797938,4,1.81,"E","EMMA",37.9729,-88.067,3758374,884020
201901,133355,797941,1,1.74,"ESE","NEWBURGH",37.9425,-87.3894,3756550,8723364
201901,133355,797941,2,2.62,"SW","DAYVILLE",37.9283,-87.3593,3755698,8721558
201901,133355,797941,3,2.95,"SW","DAYVILLE",37.9248,-87.3637,3755488,8721822
201901,133355,797941,4,1.38,"ESE","NEWBURGH",37.9391,-87.3987,3756346,8723922
201901,133355,797942,1,0,"N","MT VERNON",37.93,-87.9,3755800,8754000
201901,133355,797942,2,.74,"NNE","HOVEY",37.91,-87.9252,3754600,8755512
201901,133355,797942,3,.92,"NE","HOVEY",37.9091,-87.9175,3754546,8755050
201901,133355,797942,4,.37,"SSE","MT VERNON",37.9247,-87.8986,3755482,8753916
201901,133356,797943,1,3.71,"W","UNIONTOWN",37.772,-87.9978,3746320,8759868
201901,133356,797943,2,2.81,"WNW","UNIONTOWN",37.7822,-87.9792,3746932,8758752
201901,133356,797943,3,.96,"W","UNIONTOWN",37.7709,-87.9475,3746254,8756850
201901,133356,797943,4,1.39,"WSW","UNIONTOWN",37.7639,-87.9542,3745834,8757252
201901,133356,797945,1,0,"N","SMITHLAND",37.13,-88.4,377800,8824000
201901,133356,797945,2,1.28,"W","SMITHLAND",37.132,-88.4232,377920,8825392
201901,133356,797945,3,2.69,"SSE","BIRDSVILLE",37.1852,-88.4279,3711112,8825674
201901,133356,797945,4,3.4,"SSE","BIRDSVILLE",37.1787,-88.4165,3710722,8824990
201901,133356,797946,1,.98,"ENE","ROWLANDTOWN",37.1055,-88.6137,376330,8836822
201901,133356,797946,2,2.15,"NW","CECIL",37.1236,-88.6953,377416,8841718
201901,133356,797946,3,1.95,"N","CECIL",37.1278,-88.6763,377668,8840578
201901,133356,797946,4,.98,"NNE","ROWLANDTOWN",37.1134,-88.6241,376804,8837446
201901,133356,797947,1,0,"N","PARADISE",37.27,-86.98,3716200,8658800
201901,133356,797947,2,.48,"NW","KNIGHTSBURG",37.2247,-86.9364,3713482,8656184
201901,133356,797947,3,.8,"N","SKILESVILLE",37.2316,-86.9208,3713896,8655248
201901,133356,797947,4,.9,"E","PARADISE",37.2682,-86.9638,3716092,8657828
201901,133357,797948,1,1.57,"SE","GULF JCT",37.2531,-89.531,3715186,8931860
201901,133357,797948,2,3.14,"ESE","GULF JCT",37.2515,-89.4979,3715090,8929874
201901,133357,797948,3,1.03,"SE","CAPE GIRARDEAU",37.2884,-89.5182,3717304,8931092
201901,133357,797948,4,1.01,"NE","GULF JCT",37.279,-89.5356,3716740,8932136
201901,133357,797949,1,1.64,"S","NEW MADRID",36.5763,-89.5322,3634578,8931932
201901,133357,797949,2,3.57,"SE","NEW MADRID",36.5695,-89.4781,3634170,8928686
201901,133357,797949,3,3.54,"ESE","NEW MADRID",36.5853,-89.4689,3635118,8928134
201901,133357,797949,4,1.2,"SE","NEW MADRID",36.5856,-89.518,3635136,8931080
201901,133358,797950,1,2.56,"ESE","CAIRO",36.9858,-89.1371,3659148,898226
201901,133358,797950,2,2.18,"ESE","CAIRO",36.9829,-89.1468,3658974,898808
201901,133358,797950,3,1.03,"ESE","CAIRO",36.9935,-89.1633,3659610,899798
201901,133358,797950,4,1.35,"E","CAIRO",36.9984,-89.1556,3659904,899336
201901,133358,797951,1,0,"N","SHAWNEETOWN",37.7,-88.13,3742000,887800
201901,133358,797951,2,2.67,"SW","SHAWNEETOWN",37.6708,-88.1619,3740248,889714
201901,133358,797951,3,2.34,"SSW","SHAWNEETOWN",37.6702,-88.1503,3740212,889018
201901,133358,797951,4,.35,"SSE","SHAWNEETOWN",37.6955,-88.1273,3741730,887638
201901,133358,797952,1,0,"N","GOLCONDA",37.37,-88.48,3722200,8828800
